N,Hmax,obs_count,placement,cover_enabled,accuracy,graph_f1,graph_precision,graph_recall,dummy_fraction,avg_path_length,path_diversity,total_replies,conversation_threads
300,1,10,random,True,0.014,0.013,0.856,0.006,0.462,2.583,0.858,12714,14770
300,3,5,random,True,0.015,0.008,0.943,0.004,0.462,2.585,0.862,12723,14770
300,3,5,random,False,0.016,0.0,0.8,0.0,0.0,2.597,0.924,12713,10559
300,2,10,cluster,False,0.017,0.004,0.895,0.002,0.0,2.599,0.926,12791,10550
300,1,5,random,False,0.018,0.001,0.846,0.001,0.0,2.59,0.925,12632,10608
300,2,5,high-degree,False,0.018,0.001,1.0,0.001,0.0,2.601,0.924,12850,10544
300,2,5,cluster,False,0.018,0.001,0.9,0.001,0.0,2.6,0.925,12791,10537
300,1,5,cluster,False,0.018,0.002,1.0,0.001,0.0,2.6,0.927,12789,10646
300,3,10,high-degree,False,0.018,0.003,0.957,0.001,0.0,2.599,0.924,12803,10690
300,3,5,high-degree,False,0.019,0.001,1.0,0.001,0.0,2.596,0.922,12650,10497
300,1,5,high-degree,False,0.019,0.001,0.9,0.001,0.0,2.595,0.924,12838,10647
300,2,5,random,False,0.02,0.002,0.8,0.001,0.0,2.598,0.925,12895,10586
300,3,5,cluster,False,0.02,0.002,0.875,0.001,0.0,2.594,0.921,12893,10546
300,3,10,cluster,False,0.02,0.003,0.913,0.001,0.0,2.594,0.925,12765,10547
300,2,10,high-degree,False,0.02,0.003,0.957,0.001,0.0,2.598,0.924,12874,10529
300,1,10,cluster,False,0.022,0.002,0.864,0.001,0.0,2.598,0.923,12779,10492
300,1,10,high-degree,False,0.022,0.002,0.952,0.001,0.0,2.601,0.927,12719,10623
300,3,10,random,False,0.023,0.002,0.833,0.001,0.0,2.6,0.923,12818,10613
300,2,10,random,False,0.023,0.003,0.885,0.001,0.0,2.596,0.92,12721,10532
300,1,10,random,False,0.027,0.003,0.963,0.002,0.0,2.596,0.924,12784,10578
400,2,5,random,True,0.008,0.004,0.951,0.002,0.532,2.582,0.865,17412,24921
400,2,10,cluster,True,0.009,0.007,0.922,0.003,0.536,2.583,0.867,17145,25006
400,1,10,cluster,True,0.009,0.007,0.906,0.003,0.532,2.579,0.866,17414,24985
400,1,10,high-degree,True,0.009,0.004,0.91,0.002,0.534,2.582,0.869,17102,24855
400,3,10,cluster,True,0.009,0.006,0.935,0.003,0.538,2.579,0.864,17233,25017
400,1,10,cluster,True,0.009,0.007,0.941,0.003,0.536,2.579,0.866,17193,24928
400,1,10,high-degree,True,0.009,0.005,0.96,0.003,0.536,2.58,0.865,17153,24940
400,3,5,random,True,0.009,0.004,0.968,0.002,0.539,2.578,0.861,17445,25064
400,3,10,high-degree,True,0.009,0.005,0.875,0.003,0.532,2.583,0.868,17459,25026
400,2,10,random,True,0.009,0.008,0.881,0.004,0.536,2.58,0.865,17259,24973
400,1,5,random,True,0.009,0.003,0.958,0.002,0.535,2.581,0.867,17229,24972
400,3,10,cluster,True,0.009,0.007,0.899,0.004,0.539,2.581,0.865,17288,24993
400,1,5,cluster,True,0.009,0.004,0.848,0.002,0.536,2.579,0.864,17244,25047
400,2,10,cluster,True,0.009,0.006,0.918,0.003,0.531,2.579,0.866,17321,24931
400,2,5,cluster,True,0.009,0.005,0.956,0.002,0.538,2.581,0.866,17085,24978
400,1,5,cluster,True,0.009,0.004,0.886,0.002,0.535,2.578,0.866,17195,24983
400,2,5,cluster,True,0.009,0.003,0.9,0.001,0.533,2.583,0.868,17320,24962
400,3,5,cluster,True,0.009,0.004,0.918,0.002,0.541,2.579,0.864,17147,25024
400,3,5,random,True,0.009,0.002,1.0,0.001,0.534,2.581,0.865,17520,24970
400,1,10,random,True,0.009,0.008,0.944,0.004,0.534,2.58,0.866,17353,25063
400,2,5,random,True,0.01,0.004,0.875,0.002,0.536,2.582,0.865,17302,24997
400,3,10,random,True,0.01,0.006,0.905,0.003,0.537,2.58,0.864,17326,25014
400,3,10,random,True,0.01,0.007,0.893,0.004,0.536,2.581,0.867,17344,25014
400,3,5,high-degree,True,0.01,0.003,0.889,0.001,0.548,2.581,0.861,17282,25198
400,1,5,high-degree,True,0.01,0.003,0.929,0.001,0.55,2.58,0.862,17433,25499
400,2,10,high-degree,True,0.01,0.006,0.878,0.003,0.538,2.582,0.866,17327,25022
400,1,5,random,True,0.01,0.004,0.983,0.002,0.534,2.582,0.868,17244,24954
400,3,10,high-degree,True,0.01,0.005,0.885,0.003,0.536,2.581,0.866,17200,24900
400,2,10,random,True,0.01,0.006,0.927,0.003,0.54,2.577,0.862,17261,25088
400,2,5,high-degree,True,0.01,0.003,0.93,0.001,0.537,2.582,0.866,17219,25030
400,3,5,high-degree,True,0.01,0.002,0.923,0.001,0.533,2.582,0.866,17240,24813
400,2,5,high-degree,True,0.01,0.003,0.911,0.001,0.541,2.579,0.864,17334,25228
400,2,10,high-degree,True,0.01,0.005,0.91,0.002,0.538,2.582,0.866,17277,24986
400,1,5,high-degree,True,0.01,0.002,0.97,0.001,0.53,2.583,0.864,17278,24830
400,3,5,cluster,True,0.011,0.003,0.917,0.002,0.536,2.58,0.867,17355,25034
400,1,10,random,True,0.012,0.007,0.916,0.003,0.535,2.579,0.863,17349,24969
400,3,5,random,False,0.012,0.0,1.0,0.0,0.0,2.597,0.939,17244,15742
400,3,5,cluster,False,0.014,0.001,1.0,0.0,0.0,2.597,0.938,17210,15671
400,1,5,high-degree,False,0.014,0.0,1.0,0.0,0.0,2.601,0.938,17413,15700
400,1,10,high-degree,False,0.015,0.002,0.923,0.001,0.0,2.597,0.936,17354,15698
400,1,5,random,False,0.015,0.001,0.929,0.0,0.0,2.602,0.936,17461,15699
400,3,5,high-degree,False,0.015,0.0,0.778,0.0,0.0,2.594,0.938,17305,15657
400,2,5,cluster,False,0.016,0.001,0.857,0.0,0.0,2.602,0.936,17519,15803
400,2,10,random,False,0.016,0.002,0.885,0.001,0.0,2.596,0.935,17328,15668
400,2,5,high-degree,False,0.017,0.001,1.0,0.0,0.0,2.6,0.94,17373,15703
400,2,10,high-degree,False,0.017,0.002,0.88,0.001,0.0,2.599,0.936,17224,15720
400,2,10,cluster,False,0.018,0.002,1.0,0.001,0.0,2.6,0.939,17304,15787
400,3,10,high-degree,False,0.018,0.001,0.909,0.001,0.0,2.596,0.937,17440,15779
400,1,5,cluster,False,0.018,0.001,0.875,0.0,0.0,2.598,0.938,17252,15736
400,3,10,cluster,False,0.018,0.001,1.0,0.001,0.0,2.596,0.937,17243,15805
400,1,10,cluster,False,0.019,0.001,1.0,0.001,0.0,2.596,0.937,17238,15626
400,3,10,random,False,0.019,0.001,0.875,0.001,0.0,2.596,0.934,17271,15681
400,2,5,random,False,0.019,0.001,0.917,0.0,0.0,2.596,0.935,17191,15672
400,1,10,random,False,0.02,0.002,0.931,0.001,0.0,2.598,0.939,17357,15798
