N,Hmax,obs_count,placement,cover_enabled,poison_rate,accuracy,total_guesses,correct_guesses,total_messages,dummy_messages,dummy_fraction,graph_precision,graph_recall,graph_f1,estimated_nodes,estimated_edges,avg_confidence,total_replies,avg_reply_delay,conversation_threads,avg_path_length,path_diversity,seed
400,2,10,cluster,True,0.1,0.009545176422598408,24515,234,64419,34844,0.5408963194088701,0.8490566037735849,0.0031566763705236575,0.006289967501834574,86,106,0.373592997377014,17218,2.5260763038151905,24974,2.580574054238656,0.8642170788121517,3
100,1,10,cluster,True,0.1,0.035831960461285006,2428,87,8254,1948,0.23600678458929003,0.8562091503267973,0.07620709714950552,0.13995726495726496,66,153,0.39351844635549144,3218,2.1832298136645965,1921,2.826023746062515,0.8133026411436879,3
200,2,5,random,True,0.1,0.018211300985406013,8017,146,23119,9007,0.3895929754747178,0.8307692307692308,0.007635746606334841,0.015132408575031526,63,65,0.38398886266534593,7894,2.374326540173343,7092,2.6288766815173665,0.8464033911501363,3
300,1,10,high-degree,False,0.0,0.022982362373062535,3742,86,21911,0,0.0,0.9310344827586207,0.0016833967204937963,0.0033607169529499626,36,29,0.3314091740306967,12759,2.4863287250384025,10462,2.6072292455844095,0.9251517502624252,3
75,2,5,random,True,0.05,0.04831548707234265,3829,185,9335,4966,0.5319764327798607,0.7983193277310925,0.09926854754440961,0.1765799256505576,64,119,0.44865851098521453,2152,2.053293856402665,1101,2.8831280128548475,0.6841992501339047,3
50,2,5,random,False,0.0,0.0801781737193764,449,36,2644,0,0.0,0.875,0.11778846153846154,0.20762711864406777,42,56,0.4157021427011573,1184,1.77875,484,2.9920574886535554,0.7734493192133132,3
300,2,5,random,True,0.05,0.011005667589297483,15174,167,41095,19127,0.4654337510646064,0.835820895522388,0.0034914894943575037,0.006953930212343226,66,67,0.366643408669498,12816,2.4448830853325236,14851,2.582333617228373,0.8575739141014722,3
300,3,5,random,False,0.0,0.015372382719321495,3773,58,21975,0,0.0,0.7,0.00043643618679468796,0.0008723284939871643,14,10,0.3406675317226563,12823,2.5136954858454477,10591,2.6100113765642776,0.92646188850967,3
150,2,10,random,False,0.0,0.0425531914893617,1739,74,10128,0,0.0,1.0,0.012696800406297613,0.025075225677031097,50,50,0.3907079875689296,5502,2.3809840425531914,3670,2.6947077409162716,0.8846761453396524,3
50,2,5,high-degree,True,0.05,0.0683453237410072,834,57,3145,517,0.1643879173290938,0.8214285714285714,0.1658653846153846,0.27599999999999997,46,84,0.42717982939350513,1168,1.816793893129771,493,2.989825119236884,0.7503974562798092,3
150,3,5,cluster,True,0.1,0.02330858085808581,4848,113,14841,4629,0.3119062057812816,0.7956989247311828,0.018791264601320468,0.03671545522202928,66,93,0.3881012858356345,5586,2.274347549331636,4115,2.6906542685802846,0.836466545381039,3
50,2,10,high-degree,False,0.0,0.11816192560175055,457,54,2602,0,0.0,0.8962264150943396,0.2283653846153846,0.3639846743295019,47,106,0.40989340103372485,1142,1.8840579710144927,485,2.9823212913143737,0.7644119907763259,3
400,3,5,random,True,0.1,0.008604794099569761,24405,210,63662,34140,0.5362696742169583,0.9272727272727272,0.0017887832766300725,0.003570678428901491,57,55,0.36852683195875197,17165,2.538126104890984,24788,2.5820112468976784,0.8681316955169489,3
75,3,5,random,True,0.1,0.05648267008985879,1558,88,5493,1124,0.20462406699435645,0.8732394366197183,0.06478578892371996,0.12062256809338522,56,71,0.40680130495612865,2152,2.0840029218407596,1094,2.925541598397961,0.7993810304023302,3
300,2,5,random,True,0.1,0.012876373805033491,15377,198,41324,19372,0.4687832736424354,0.9166666666666666,0.0027433131741380385,0.005470255485795984,49,48,0.36476902200037314,12800,2.4834597875569044,14855,2.5802681250604977,0.8595731294163198,3
100,1,10,random,False,0.0,0.05818181818181818,1100,64,6332,0,0.0,0.9529411764705882,0.04712041884816754,0.08980044345898004,62,85,0.39214492614966684,3244,2.16751269035533,1801,2.844283006948831,0.8458622867972204,3
200,3,10,high-degree,True,0.1,0.022254221756774446,7639,170,22258,8187,0.3678228052834936,0.9473684210526315,0.015271493212669683,0.030058446980239358,94,114,0.3787082620373152,7853,2.3875147232037692,7018,2.627998921736005,0.8502111600323479,3
75,1,5,cluster,False,0.0,0.05590851334180432,787,44,4422,0,0.0,0.94,0.04911180773249739,0.09334657398212513,27,50,0.4086240745696588,2205,2.083096590909091,1055,2.9142921754862052,0.819538670284939,3
300,2,10,cluster,True,0.05,0.010724389762484373,15199,163,41208,19221,0.4664385556202679,0.9285714285714286,0.007294719122139784,0.014475719146303743,91,126,0.3718491731938973,12835,2.471563260340633,14807,2.585493108134343,0.8615317414094351,3
50,3,10,high-degree,True,0.05,0.07115628970775095,787,56,3136,494,0.15752551020408162,0.8695652173913043,0.28846153846153844,0.43321299638989164,49,138,0.42586465816663444,1182,1.7939698492462313,490,2.9958545918367347,0.7369260204081632,3
150,2,5,high-degree,True,0.1,0.02645174622855962,4839,128,14858,4624,0.3112128146453089,0.8846153846153846,0.017521584560690705,0.03436254980079681,67,78,0.38608845706744543,5608,2.3205168610148124,4134,2.694306097725131,0.8407591869699825,3
75,2,5,random,False,0.0,0.06719367588932806,759,51,4353,0,0.0,0.9047619047619048,0.03970741901776385,0.07607607607607608,37,42,0.40437163686028077,2136,2.0180722891566263,1064,2.917528141511601,0.8304617505168849,3
200,2,5,high-degree,False,0.0,0.022350993377483443,2416,54,14032,0,0.0,1.0,0.0019796380090497737,0.003951453570420547,19,14,0.39765310616030874,7814,2.3636363636363638,5767,2.633836944127708,0.9012257696693272,3
50,1,5,cluster,True,0.05,0.05269607843137255,816,43,3094,481,0.15546218487394958,0.8484848484848485,0.1346153846153846,0.23236514522821577,42,66,0.4282585127725615,1153,1.85546875,493,3.010665804783452,0.7563025210084033,3
50,1,10,random,False,0.0,0.125,456,57,2623,0,0.0,0.845360824742268,0.1971153846153846,0.31968810916179335,46,97,0.4234620751680357,1163,1.8398983481575604,488,2.9630194433854364,0.7552420892108272,3
150,2,5,high-degree,False,0.0,0.03622771707878091,1739,63,10122,0,0.0,0.9259259259259259,0.0063484002031488065,0.012610340479192938,30,27,0.3896661135162885,5496,2.3192044343006195,3634,2.7030231179608775,0.8876704208654416,3
200,3,5,cluster,True,0.1,0.019784172661870502,7784,154,22362,8415,0.37630802253823453,0.8227848101265823,0.009191176470588236,0.018179275625786605,65,79,0.3714280983775183,7729,2.369449806949807,6997,2.632099096681871,0.8489401663536357,3
100,2,5,random,True,0.1,0.03445480340494528,2467,85,8365,1971,0.2356246264196055,0.925,0.04304828388598022,0.08226792662590328,65,80,0.3876274009407256,3306,2.1722752385735813,1914,2.8245068738792587,0.8065750149432158,3
400,1,5,cluster,True,0.1,0.009854222656568124,24558,242,63826,34314,0.5376178986619873,0.8571428571428571,0.001262670548209463,0.0025216264490596435,40,42,0.3560290353997394,17155,2.5447144879660217,24897,2.5815498386237583,0.8665747501018394,3
50,1,10,random,True,0.1,0.07053469852104664,879,62,3256,629,0.19318181818181818,0.8461538461538461,0.2644230769230769,0.4029304029304029,49,130,0.43114874034879525,1167,1.8206106870229009,492,2.9914004914004915,0.7423218673218673,3
75,1,5,random,False,0.0,0.05702917771883289,754,43,4372,0,0.0,0.9148936170212766,0.04493207941483804,0.0856573705179283,41,47,0.40973194063463525,2155,1.971976401179941,1074,2.939844464775846,0.8318847209515096,3
100,3,10,random,True,0.05,0.04307116104868914,2670,115,8693,2317,0.26653629356953873,0.8982035928143712,0.08726003490401396,0.15906680805938495,92,167,0.3991847963969462,3288,2.135618479880775,1902,2.815023582192569,0.7921316001380421,3
300,1,10,random,True,0.1,0.012009450059062869,15238,183,41171,19308,0.46897087755944716,0.8715596330275229,0.005923062535070765,0.011766162992321031,92,109,0.35929210990737254,12711,2.502222222222222,14791,2.58905540307498,0.862694615141726,3
100,3,5,random,True,0.1,0.029918032786885245,2440,73,8252,1994,0.24163839069316528,0.9041095890410958,0.038394415357766144,0.07366071428571429,61,73,0.3944899698601622,3170,2.1300898995240614,1898,2.8168928744546777,0.8031992244304411,3
75,1,5,high-degree,True,0.05,0.04522292993630573,1570,71,5504,1118,0.203125,0.9,0.08463949843260188,0.15472779369627507,60,90,0.41008062201564704,2169,2.055032585083273,1082,2.91515261627907,0.7943313953488372,3
100,3,5,cluster,True,0.1,0.03504482477587612,2454,86,8280,1959,0.23659420289855074,0.9016393442622951,0.031995346131471786,0.06179775280898876,45,61,0.3844806923221895,3233,2.127461139896373,1900,2.8361111111111112,0.813768115942029,3
150,2,5,high-degree,True,0.05,0.0228310502283105,4818,110,14862,4684,0.31516619566680126,0.9154929577464789,0.016505840528186898,0.03242703916188576,61,71,0.3889633972575155,5552,2.324887748556767,4123,2.6918988023146277,0.8382451890728031,3
200,3,5,random,True,0.1,0.017018554062699937,7815,133,22554,8471,0.3755874789394342,0.9245283018867925,0.006928733031674208,0.013754385964912281,54,53,0.3715822379541776,7865,2.4042303172737953,7024,2.628713310277556,0.8496053915048328,3
200,1,10,high-degree,False,0.0,0.03315595579205895,2443,81,14117,0,0.0,0.9736842105263158,0.005231900452488687,0.01040787623066104,48,38,0.36782348224859324,7899,2.4372793598493763,5751,2.640008500389601,0.9037330877665226,3
50,1,5,random,False,0.0,0.10329670329670329,455,47,2629,0,0.0,0.8448275862068966,0.11778846153846154,0.20675105485232068,43,58,0.40888236843773124,1169,1.79873417721519,490,2.98744769874477,0.7645492582731076,3
300,1,5,high-degree,True,0.1,0.013525757183536111,15452,209,41703,19706,0.4725319521377359,0.9615384615384616,0.003117401334247771,0.006214654154496303,52,52,0.362032543879767,12845,2.459283879740142,14941,2.584226554444524,0.8584034721722658,3
100,2,10,cluster,True,0.1,0.040666937779585195,2459,100,8366,1981,0.23679177623715036,0.8958333333333334,0.07504363001745201,0.13848631239935588,66,144,0.39795213865142265,3297,2.201210287443268,1924,2.8449677265120727,0.8147262730098016,3
75,3,5,random,True,0.05,0.04,1600,64,5545,1156,0.2084761045987376,0.8674698795180723,0.07523510971786834,0.13846153846153847,57,83,0.4067485251111822,2172,2.036231884057971,1098,2.9114517583408475,0.7944093778178539,3
400,1,10,cluster,True,0.1,0.008446285645336444,24863,210,65108,35630,0.5472445782392332,0.8758620689655172,0.004454421100627828,0.008863763260748185,114,145,0.3789747379611584,17121,2.5252585284678473,25050,2.579759783743933,0.8630890213184248,3
75,1,10,cluster,True,0.1,0.05533333333333333,1500,83,5392,1026,0.1902818991097923,0.8648648648648649,0.13375130616509928,0.23167420814479642,63,148,0.3991852726385274,2149,2.122690317812269,1089,2.9124629080118694,0.7959940652818991,3
50,2,10,cluster,False,0.0,0.09312638580931264,451,42,2599,0,0.0,0.9130434782608695,0.20192307692307693,0.3307086614173228,44,92,0.41088439078755257,1139,1.9360852197070573,492,2.9569065025009618,0.7606771835321278,3
300,2,5,random,False,0.0,0.017703862660944206,3728,66,21941,0,0.0,0.9333333333333333,0.0008728723735893759,0.0017441136165441636,20,15,0.35447133724079427,12789,2.4901840490797547,10601,2.6076751287543867,0.9319994530787111,3
400,2,5,random,True,0.1,0.010156218134355754,24517,249,63950,34491,0.5393432369038311,0.875,0.0014731156395777069,0.002941279456563605,51,48,0.37521387401008904,17102,2.541176470588235,24840,2.5780609851446443,0.8651602814698983,3
300,3,5,random,True,0.1,0.011951928156365556,15144,181,40952,19059,0.46539851533502635,0.9354838709677419,0.0036161855477274143,0.007204521458294515,60,62,0.3759141699376739,12741,2.44266788487894,14705,2.5840252002344206,0.8594940418050401,3
200,3,10,random,False,0.0,0.02404643449419569,2412,58,14064,0,0.0,0.8809523809523809,0.005231900452488687,0.010402024177677818,45,42,0.38082829220286496,7846,2.4176400476758046,5805,2.645193401592719,0.910551763367463,3
75,1,10,high-degree,True,0.05,0.054677206851119896,1518,83,5421,1080,0.1992252351964582,0.879746835443038,0.1452455590386625,0.2493273542600897,72,158,0.40682620230911226,2124,2.0074850299401197,1090,2.905368013281682,0.7965320051650987,3
300,3,10,random,True,0.1,0.013348164627363738,15283,204,41244,19311,0.46821355833575795,0.8235294117647058,0.005237234241536256,0.010408277058422653,98,102,0.3725905174288094,12781,2.501819836214741,14802,2.5847395984870527,0.8588158277567646,3
75,1,5,cluster,True,0.1,0.050616482803374434,1541,78,5483,1114,0.20317344519423672,0.8591549295774648,0.06374085684430512,0.11867704280155643,41,71,0.4107950355951645,2152,2.009608277900961,1102,2.9312420207915375,0.7991975196060551,3
75,2,5,high-degree,False,0.0,0.057692307692307696,780,45,4359,0,0.0,0.9387755102040817,0.04806687565308255,0.09145129224652088,42,49,0.40989295531348824,2142,2.1124348473566643,1055,2.9300298233539803,0.8245010323468686,3
100,1,5,cluster,True,0.1,0.038461538461538464,2496,96,8334,1981,0.2377009839212863,0.9404761904761905,0.04595695171611402,0.08763172490293955,57,84,0.4026948991704347,3265,2.1597114889232354,1921,2.814734821214303,0.8101751859851212,3
300,3,10,high-degree,True,0.05,0.010971070332397309,15313,168,41365,19513,0.4717273056932189,0.9292929292929293,0.005736018455015899,0.011401660676663775,92,99,0.3673967746674444,12700,2.4540432714439158,14837,2.584938958056328,0.8604617430194609,3
400,3,5,cluster,True,0.05,0.00943202788599549,24385,230,63860,34243,0.5362198559348575,0.8305084745762712,0.001718634912840658,0.003430171508575429,56,59,0.37442091184968246,17260,2.543715526346673,24926,2.5781553398058255,0.867741935483871,3
300,1,5,high-degree,True,0.05,0.012478766496798641,15306,191,41382,19379,0.4682953941327147,0.9230769230769231,0.00299270528087786,0.005966067988316451,53,52,0.3522290178672952,12851,2.4899035563592524,14841,2.5840945338552994,0.8578367406118602,3
50,2,10,high-degree,True,0.05,0.08476658476658476,814,69,3111,481,0.15461266473802635,0.8613138686131386,0.28365384615384615,0.4267631103074141,48,137,0.42956290092217203,1170,1.9039190897597977,490,2.9848923175827706,0.7528126004500161,3
100,2,10,cluster,False,0.0,0.06181818181818182,1100,68,6325,0,0.0,0.9142857142857143,0.03723094822571262,0.07154835103409725,47,70,0.40858396641898465,3237,2.1460154241645246,1804,2.8477470355731227,0.8548616600790514,3
200,2,10,high-degree,True,0.1,0.01855146124523507,7870,146,22462,8393,0.3736532810969638,0.9461538461538461,0.017392533936651584,0.03415717856151069,104,130,0.37124847968094277,7851,2.360009442870633,7005,2.626079601104087,0.8472086190009794,3
75,3,10,cluster,True,0.05,0.05625,1600,90,5574,1193,0.21402942231790456,0.8280254777070064,0.13584117032392895,0.2333931777378815,63,157,0.4070497074837386,2164,2.0359237536656893,1099,2.9020452099031218,0.7902762827412989,3
300,2,10,cluster,True,0.1,0.012244897959183673,15435,189,41502,19609,0.47248325381909306,0.9137931034482759,0.006608890828605275,0.013122872175796966,92,116,0.35998363498997005,12741,2.4526396327467483,14818,2.5848151896294156,0.859765794419546,3
200,2,10,cluster,False,0.0,0.026283367556468172,2435,64,14062,0,0.0,0.9523809523809523,0.005656108597285068,0.01124543154343548,41,42,0.3651442709979487,7844,2.4290484140233723,5782,2.6349736879533494,0.9033565637889347,3
75,3,10,cluster,True,0.1,0.0434560327198364,3912,170,9388,5005,0.5331273966766085,0.7659574468085106,0.18808777429467086,0.30201342281879195,70,235,0.4595513411356853,2166,1.9927060539752006,1108,2.8868768640818065,0.6783127396676608,3
50,3,10,high-degree,True,0.1,0.08333333333333333,804,67,3112,475,0.15263496143958868,0.8613138686131386,0.28365384615384615,0.4267631103074141,48,137,0.41986455850441484,1177,1.83,490,3.0080334190231364,0.7557840616966581,3
75,2,5,cluster,False,0.0,0.04960835509138381,766,38,4356,0,0.0,0.925,0.038662486938349006,0.07422266800401205,31,40,0.42730293323767626,2139,2.0553477935676887,1051,2.9111570247933884,0.8287419651056015,3
400,1,10,high-degree,False,0.0,0.015737051792828687,5020,79,29583,0,0.0,1.0,0.0007716320016835607,0.00154207408965058,28,22,0.33872627523595356,17226,2.536746490503716,15568,2.6044349795490653,0.9393908663759591,3
50,2,10,random,True,0.05,0.07885304659498207,837,66,3132,515,0.1644316730523627,0.7704918032786885,0.22596153846153846,0.3494423791821561,48,122,0.42799829691705016,1157,1.790757381258023,486,3.01117496807152,0.7551085568326947,3
300,2,10,cluster,False,0.0,0.019179541822056473,3754,72,21915,0,0.0,0.9354838709677419,0.0018080927738637071,0.003609209707529558,36,31,0.3376868324819034,12763,2.4826642335766422,10503,2.607164042892996,0.9281770476842346,3
400,3,5,high-degree,False,0.0,0.01855916982638196,5011,93,29506,0,0.0,0.9230769230769231,0.00042089018273648766,0.0008413967185527977,18,13,0.32610740188675186,17149,2.5534337563752816,15578,2.608825323662984,0.9408594862061953,3
75,3,10,cluster,False,0.0,0.09959623149394348,743,74,4321,0,0.0,0.9594594594594594,0.0741901776384535,0.13773035887487875,48,74,0.40184585743047363,2104,1.9612756264236901,1056,2.9227030779912058,0.8264290673455219,3
400,3,10,cluster,False,0.0,0.016090584028605484,5034,81,29461,0,0.0,0.9545454545454546,0.0007365578197888534,0.0014719798128482809,30,22,0.33075264589673614,17104,2.542843579397104,15579,2.611180883201521,0.9395132548114457,3
400,1,10,high-degree,True,0.1,0.010342149368433962,24463,253,63973,34397,0.5376799587325903,0.8666666666666667,0.00273578618778717,0.005454354742841159,91,90,0.3514326616978716,17219,2.556782149148561,24944,2.5824019508230034,0.8669751301330249,3
150,1,10,high-degree,False,0.0,0.03793103448275862,1740,66,10196,0,0.0,0.9166666666666666,0.013966480446927373,0.027513756878439218,57,60,0.3990628769362316,5570,2.2989460236346213,3658,2.7097881522165554,0.8888779913691643,3
300,3,10,random,True,0.05,0.012232217979418808,15451,189,41550,19578,0.4711913357400722,0.8672566371681416,0.0061101066151256316,0.012134720158494304,93,113,0.3882535965276555,12820,2.4770446944359987,14848,2.586161251504212,0.8572563176895307,3
100,1,5,high-degree,True,0.1,0.03093220338983051,2360,73,8110,1855,0.22872996300863133,0.9054054054054054,0.038976148923792905,0.0747350808700502,57,74,0.39468203133023766,3167,2.16025641025641,1908,2.8236744759556105,0.8130702836004933,3
50,2,10,random,False,0.0,0.0967741935483871,465,45,2652,0,0.0,0.76,0.18269230769230768,0.2945736434108527,49,100,0.41864571869543965,1192,1.9071782178217822,489,2.98604826546003,0.774132730015083,3
100,2,5,cluster,False,0.0,0.056363636363636366,1100,62,6304,0,0.0,0.972972972972973,0.020942408376963352,0.04100227790432802,30,37,0.39849768539552155,3216,2.2216441207075963,1790,2.8491434010152283,0.8491434010152284,3
200,3,10,random,True,0.05,0.019953656024716788,7768,155,22447,8324,0.37082906401746335,0.92,0.019513574660633484,0.03821656050955414,113,150,0.37046384175955316,7905,2.4136715997181115,6997,2.6251169421303513,0.8483984496814719,3
200,3,10,cluster,False,0.0,0.02877106452938759,2433,70,14103,0,0.0,0.9148936170212766,0.006080316742081448,0.012080348363534204,48,47,0.37341201086102016,7885,2.3980239943542694,5759,2.6402893001489045,0.8980358788910161,3
50,3,10,random,False,0.0,0.07709750566893424,441,34,2610,0,0.0,0.9029126213592233,0.22355769230769232,0.3583815028901734,50,103,0.40801209668525995,1150,1.7989556135770235,481,2.9793103448275864,0.7674329501915709,3
400,3,10,random,False,0.0,0.018894192521877486,5028,95,29540,0,0.0,0.9130434782608695,0.0007365578197888534,0.0014719282259760284,32,23,0.3478825612969611,17183,2.580109185853311,15623,2.605145565335139,0.939945836154367,3
100,1,10,high-degree,True,0.1,0.03249390739236393,2462,80,8244,1955,0.2371421639980592,0.8733333333333333,0.07620709714950552,0.14018191546281433,78,150,0.390036379292449,3201,2.1879194630872485,1901,2.831271227559437,0.8096797671033479,3
50,2,5,high-degree,False,0.0,0.07300884955752213,452,33,2595,0,0.0,0.9,0.12980769230769232,0.226890756302521,37,60,0.4032073453075386,1135,1.7933774834437086,484,2.9953757225433524,0.7784200385356455,3
300,1,5,high-degree,False,0.0,0.017553335133675397,3703,65,21816,0,0.0,1.0,0.0008105243469044205,0.0016197358584600053,16,13,0.32360501872787395,12664,2.4509221631759925,10596,2.6105610561056105,0.9262926292629263,3
150,1,5,cluster,True,0.1,0.025570583262890956,4732,121,14723,4472,0.30374244379542215,0.9027777777777778,0.016505840528186898,0.032418952618453865,59,72,0.3907470078231855,5625,2.3153918791312558,4108,2.6869523874210417,0.8399103443591659,3
150,1,5,cluster,False,0.0,0.03523489932885906,1788,63,10194,0,0.0,0.9166666666666666,0.00558659217877095,0.01110550227158001,26,24,0.3730996972784433,5568,2.398450113012593,3621,2.6992348440258978,0.881400824014126,3
50,3,10,cluster,True,0.05,0.10377358490566038,742,77,3013,429,0.14238300696979755,0.8467741935483871,0.25240384615384615,0.3888888888888889,48,124,0.4200691841921453,1124,1.762532981530343,484,2.996017258546299,0.749419183538002,3
200,1,10,cluster,True,0.05,0.015108471074380165,7744,117,22439,8312,0.3704264895940104,0.8940397350993378,0.019089366515837106,0.03738058978263879,96,151,0.3707077954495126,7909,2.4125644631973744,7026,2.62565176701279,0.8518650563750613,3
300,1,10,high-degree,True,0.05,0.011478304742684157,15856,182,43747,21839,0.499211374494251,0.9007633587786259,0.00735706714882474,0.014594928880643166,112,131,0.3617402237044928,12756,2.4604195375899556,15168,2.58600589754726,0.8559901250371454,3
75,3,5,cluster,False,0.0,0.07253886010362694,772,56,4335,0,0.0,0.9782608695652174,0.047021943573667714,0.0897308075772682,35,46,0.4041489906292973,2118,2.0604229607250755,1049,2.9137254901960783,0.8242214532871972,3
150,2,10,cluster,True,0.1,0.023671013039117353,4985,118,15127,4819,0.3185694453625967,0.9017857142857143,0.025647536820721177,0.04987654320987654,75,112,0.38206899977301045,5682,2.2768709578072066,4146,2.6948502677331923,0.8287829708468302,3
300,3,10,random,False,0.0,0.024200053777897284,3719,90,21803,0,0.0,0.7857142857142857,0.0013716565870690192,0.002738532395593452,31,28,0.35613105710852494,12651,2.4952056913083824,10506,2.60771453469706,0.9266156033573362,3
150,1,10,cluster,True,0.05,0.021070026853955794,4841,102,14874,4642,0.3120882076105957,0.9262295081967213,0.028694768918232607,0.055665024630541876,88,122,0.3900669064066039,5606,2.26365645721503,4110,2.688853032136614,0.8371655237326879,3
300,3,10,cluster,False,0.0,0.01764234161988773,3741,66,21829,0,0.0,0.8148148148148148,0.0013716565870690192,0.0027387028507406944,34,27,0.3598963869573052,12677,2.494670168391781,10524,2.6095102844839433,0.9285812451326217,3
400,2,10,cluster,False,0.0,0.01380828497098259,4997,69,29562,0,0.0,0.8888888888888888,0.0008417803654729753,0.0016819679024458615,35,27,0.3502851809150002,17205,2.529676578604431,15582,2.610276706582775,0.9387389215885258,3
50,2,5,random,True,0.1,0.07975460122699386,815,65,3104,478,0.15399484536082475,0.7887323943661971,0.1346153846153846,0.2299794661190965,44,71,0.4286087674624616,1166,1.9821428571428572,487,2.989368556701031,0.7548324742268041,3
150,3,5,high-degree,True,0.05,0.02603624244948969,4801,125,14833,4624,0.31173734241218903,0.9010989010989011,0.020822752666328086,0.04070488955075701,79,91,0.3790702131795855,5583,2.312400382531081,4109,2.6927121957796802,0.8372547697701072,3
100,3,10,cluster,True,0.05,0.037698412698412696,2520,95,8328,2060,0.2473583093179635,0.8450704225352113,0.06980802792321117,0.1289629231595916,70,142,0.3921944799456269,3180,2.1516587677725116,1914,2.8360951008645534,0.8102785782901056,3
400,3,5,cluster,True,0.1,0.009140841117748466,24943,228,65384,35912,0.5492475223296219,0.8148148148148148,0.0015432640033671214,0.003080693155960091,53,54,0.3583968449881994,17115,2.5502958579881656,25131,2.579683102899792,0.8642022513153065,3
200,2,10,cluster,True,0.1,0.01705646724382995,7739,132,22404,8311,0.3709605427602214,0.8970588235294118,0.017251131221719458,0.033851276359600446,88,136,0.37080541985606386,7875,2.3615167216203488,6979,2.631940724870559,0.851008748437779,3
50,3,5,cluster,True,0.05,0.0885286783042394,802,71,3108,484,0.15572715572715573,0.8235294117647058,0.1346153846153846,0.23140495867768596,36,68,0.43469069355458484,1164,1.8793324775353017,494,3.009009009009009,0.7480694980694981,3
75,1,10,high-degree,False,0.0,0.06658130601792574,781,52,4373,0,0.0,0.9326923076923077,0.1013584117032393,0.1828463713477851,60,104,0.39804703476778447,2156,2.038941954445261,1040,2.930939858220901,0.8271209695860965,3
200,1,5,cluster,True,0.1,0.01833914503422446,7743,142,22424,8301,0.37018373171601854,0.9838709677419355,0.008625565610859729,0.017101205494813573,47,62,0.3780208931211181,7905,2.4042602996254683,7040,2.6255351409204426,0.8502497324295398,3
150,3,10,random,True,0.05,0.023453715234537154,4818,113,14771,4591,0.31081172567869475,0.890625,0.028948704926358558,0.056074766355140186,90,128,0.3778623121250954,5554,2.296865003198976,4114,2.6782885383521764,0.8342021528671044,3
100,3,10,cluster,False,0.0,0.05719557195571956,1084,62,6300,0,0.0,0.9393939393939394,0.03606748109365911,0.06946778711484594,44,66,0.3900470988307709,3212,2.0561385099685205,1817,2.862857142857143,0.8485714285714285,3
300,1,5,random,False,0.0,0.018760195758564437,3678,69,21782,0,0.0,1.0,0.0008105243469044205,0.0016197358584600053,17,13,0.3419395470473446,12630,2.4390091914628447,10512,2.6091268019465614,0.9292535120741897,3
200,3,5,high-degree,True,0.1,0.016742969260954872,7645,128,22221,8064,0.3628999594977724,0.9387755102040817,0.006504524886877828,0.012919533773346441,48,49,0.38350169197371026,7939,2.361007462686567,7007,2.628639575176635,0.8493317132442284,3
400,2,5,high-degree,True,0.1,0.00933322464949462,24536,229,64028,34570,0.5399200349846942,0.8571428571428571,0.001262670548209463,0.0025216264490596435,45,42,0.3663506685603012,17101,2.562582030783916,24880,2.5813081776722684,0.8666989442119073,3
400,2,5,random,True,0.05,0.010374379792512404,24387,253,63806,34250,0.5367833746042692,0.9104477611940298,0.002139525095577146,0.004269018125831059,66,67,0.37419269768869423,17199,2.5846352637143193,24877,2.5816067454471368,0.8670344481710184,3
50,2,10,high-degree,True,0.1,0.08984375,768,69,3084,453,0.14688715953307394,0.8682170542635659,0.2692307692307692,0.41100917431192663,49,129,0.4204463847897773,1171,1.846938775510204,489,2.9847600518806745,0.7441634241245136,3
400,2,10,random,True,0.05,0.008209107616908311,24485,201,63978,34546,0.5399668636093657,0.91,0.0031917505524183647,0.006361189752193212,99,100,0.3661074403191713,17075,2.508560632896446,24767,2.5797149019975616,0.8646097095876708,3
100,1,10,random,True,0.05,0.03749484960857025,2427,91,8223,1933,0.23507235802018728,0.8571428571428571,0.07329842931937172,0.13504823151125403,84,147,0.3906489954752539,3202,2.1276150627615062,1903,2.8251246503709107,0.8102882159795695,3
75,3,5,cluster,True,0.05,0.03626943005181347,1544,56,5473,1085,0.19824593458797735,0.8953488372093024,0.08045977011494253,0.1476510067114094,52,86,0.39686855809159954,2171,1.9985538684020245,1087,2.9179608989585235,0.792618308057738,3
150,2,10,cluster,False,0.0,0.03159103963239517,1741,55,10167,0,0.0,0.9795918367346939,0.01218892839004571,0.024078254326561327,45,49,0.39308274829869616,5541,2.3268057784911718,3636,2.7026654863774957,0.8871840267532212,3
400,2,5,high-degree,False,0.0,0.016141889198884016,5018,81,29562,0,0.0,0.9090909090909091,0.00035074181894707303,0.0007012130986606829,16,11,0.33183019915131207,17205,2.534594914251922,15550,2.6052364522021514,0.9390095392733915,3
200,1,10,random,False,0.0,0.031831335262505166,2419,77,13942,0,0.0,0.8947368421052632,0.004807692307692308,0.009563994374120957,44,38,0.38570374330900664,7724,2.430708854549914,5784,2.642303830153493,0.903385454023813,3
300,2,5,cluster,True,0.05,0.012529675547348984,15164,190,41182,19160,0.4652518090427857,0.8833333333333333,0.0033044454143026374,0.006584259891918753,50,60,0.3509933999434974,12870,2.4886946035574313,14747,2.585862755572823,0.8595988538681948,3
200,3,10,high-degree,True,0.05,0.018688024408848206,7866,147,22572,8416,0.37285132021974127,0.926829268292683,0.016119909502262445,0.03168867268936762,106,123,0.3696092583720885,7938,2.3519115614924,7034,2.6286992734361156,0.8477760056707425,3
