N,Hmax,obs_count,placement,cover_enabled,poison_rate,accuracy,total_guesses,correct_guesses,total_messages,dummy_messages,dummy_fraction,graph_precision,graph_recall,graph_f1,estimated_nodes,estimated_edges,avg_confidence,total_replies,avg_reply_delay,conversation_threads,avg_path_length,path_diversity,seed
400,1,5,high-degree,True,0.1,0.010824616881537338,24666,267,64359,34898,0.5422396246057273,0.9130434782608695,0.0014731156395777069,0.0029414854501523266,48,46,0.35355323109021897,17226,2.5445590994371483,24966,2.580338414207803,0.8655199738964248,71
300,3,5,random,True,0.05,0.011887840806305724,15478,184,41389,19388,0.4684336417888811,0.9636363636363636,0.0033044454143026374,0.006586305455449236,52,55,0.3559189813678062,12777,2.4918556857969247,14735,2.581748773828795,0.8600352750730871,71
100,1,5,high-degree,False,0.0,0.051423324150596875,1089,56,6217,0,0.0,1.0,0.01687027341477603,0.03318077803203661,29,29,0.40554373239916675,3232,2.1879854997410666,1792,2.8294997587260737,0.854913945632942,71
150,3,5,cluster,False,0.0,0.02621082621082621,1755,46,10304,0,0.0,0.9259259259259259,0.0063484002031488065,0.012610340479192938,24,27,0.37946509223598857,5585,2.310165638194219,3664,2.686335403726708,0.8767468944099379,71
50,1,5,high-degree,False,0.0,0.08189655172413793,464,38,2783,0,0.0,0.8771929824561403,0.1201923076923077,0.21141649048625794,40,57,0.43004348488768346,1199,1.7990196078431373,483,2.9698167445203016,0.755300035932447,71
100,1,5,cluster,True,0.05,0.042901716068642744,2564,110,8374,2126,0.25388106042512537,0.7746478873239436,0.031995346131471786,0.061452513966480445,48,71,0.3870920955039784,3263,2.164285714285714,1931,2.8156197754955814,0.8063052304752806,71
200,3,5,cluster,True,0.05,0.017197452229299363,7850,135,22820,8504,0.3726555652936021,0.8648648648648649,0.00904977375565611,0.017912118667786178,65,74,0.3728675998606496,7800,2.4048360067033756,7086,2.6222173531989483,0.8455302366345311,71
150,3,5,cluster,True,0.05,0.023014256619144604,4910,113,15181,4775,0.31453790922864105,0.9032258064516129,0.02133062468257999,0.041677003225006205,61,93,0.39827001571217363,5687,2.3044950738916254,4167,2.685132731704104,0.8335419274092616,71
150,3,5,random,True,0.05,0.02113821138211382,4920,104,15026,4724,0.314388393451351,0.8840579710144928,0.015490096495683088,0.030446718243074617,62,69,0.3730675690151176,5583,2.2985359643539147,4167,2.6823505923066686,0.8338879275921736,71
300,1,5,random,False,0.0,0.018972332015810278,3795,72,22032,0,0.0,1.0,0.000748176320219465,0.0014952339418104789,16,12,0.34187038589023117,12808,2.5152765047357164,10495,2.6057552650689906,0.9255628177196805,71
200,3,5,random,True,0.05,0.01678777248809822,7982,134,23082,8721,0.3778268780868209,0.8727272727272727,0.006787330316742082,0.013469903185070858,51,55,0.3720908013431112,7845,2.3317546767700685,7112,2.623602807382376,0.8449007884931982,71
100,1,5,high-degree,True,0.1,0.02821939586645469,2516,71,8295,2104,0.2536467751657625,0.9186046511627907,0.04595695171611402,0.08753462603878116,64,86,0.3857054722179622,3206,2.116998950682057,1943,2.8156720916214586,0.8072332730560579,71
400,1,5,random,False,0.0,0.015618821668643732,5058,79,29527,0,0.0,1.0,0.000455964364631195,0.0009115131117655308,16,13,0.32937312538073943,17292,2.531697581591923,15648,2.603718630406069,0.9386324381074949,71
200,3,5,high-degree,True,0.1,0.013988611042337212,8078,113,23260,8825,0.3794067067927773,0.9402985074626866,0.008908371040723981,0.017649530746603165,62,67,0.3782954036192347,7919,2.365950490425035,7067,2.6182287188306104,0.8408856405846947,71
50,3,5,random,True,0.1,0.07305389221556886,835,61,3282,517,0.15752589884216942,0.8266666666666667,0.14903846153846154,0.2525458248472505,44,75,0.4238260216159831,1181,1.8032378580323787,495,2.952468007312614,0.7321755027422303,71
100,3,5,random,False,0.0,0.04316546762589928,1112,48,6251,0,0.0,0.9333333333333333,0.016288539848749273,0.03201829616923957,31,30,0.3925455295338569,3266,2.231987736331119,1815,2.8336266197408415,0.8526635738281875,71
75,1,5,cluster,False,0.0,0.052700922266139656,759,40,4512,0,0.0,0.8260869565217391,0.03970741901776385,0.07577268195413758,33,46,0.4003085820181178,2138,1.9932935916542474,1072,2.934618794326241,0.8251329787234043,71
400,1,5,cluster,True,0.1,0.00806386905239509,24926,201,66214,36843,0.5564231129368411,0.8615384615384616,0.001964154186103609,0.003919372900335946,63,65,0.3847931402053726,17136,2.5517897490783685,25355,2.5799226749629987,0.8634578789983991,71
200,1,5,random,False,0.0,0.02526315789473684,2375,60,14275,0,0.0,1.0,0.001838235294117647,0.0036697247706422016,18,13,0.38040111842890756,7759,2.3624210014584346,5824,2.6392994746059544,0.904938704028021,71
75,1,5,cluster,True,0.1,0.04338983050847458,1475,64,5501,1041,0.18923832030539903,0.8059701492537313,0.05642633228840126,0.10546875,42,67,0.40396270819187746,2086,2.033204633204633,1112,2.8969278313033993,0.7791310670787129,71
100,3,5,random,True,0.05,0.03420523138832998,2485,85,8276,2018,0.24383760270662155,0.8356164383561644,0.035485747527632346,0.06808035714285714,62,73,0.3955172795103356,3273,2.1992864424057084,1939,2.8119864668922183,0.8141614306428226,71
75,1,5,random,True,0.1,0.04665438919582566,1629,76,5753,1230,0.21380149487224057,0.8518518518518519,0.07210031347962383,0.1329479768786127,61,81,0.4114326765294566,2149,1.9911176905995558,1106,2.9005736137667304,0.7787241439249087,71
200,1,5,high-degree,True,0.05,0.015819502074688796,7712,122,22671,8304,0.3662829165012571,0.922077922077922,0.010039592760180996,0.019862917890614073,73,77,0.36959912979391407,7851,2.34445768772348,7024,2.6244982576860307,0.8460588416920295,71
100,1,5,random,True,0.1,0.03389830508474576,2537,86,8346,2104,0.2520968128444764,0.9090909090909091,0.04072134962187318,0.0779510022271715,63,77,0.392792179435634,3257,2.2046272493573267,1916,2.81104720824347,0.8123652048885693,71
50,3,5,random,True,0.05,0.08290816326530612,784,65,3224,448,0.13895781637717122,0.7605633802816901,0.12980769230769232,0.22176591375770024,42,71,0.42814255066734735,1192,1.8244746600741657,493,2.957196029776675,0.7310794044665012,71
100,3,5,high-degree,True,0.1,0.031777167516673206,2549,81,8313,2092,0.2516540358474678,0.9036144578313253,0.04363001745200698,0.0832408435072142,61,83,0.4011069872401223,3236,2.154081632653061,1918,2.808011548177553,0.8031998075303741,71
100,3,5,high-degree,False,0.0,0.04857928505957837,1091,53,6127,0,0.0,0.9629629629629629,0.015125072716695753,0.029782359679266898,29,27,0.4182296117941992,3142,2.1754010695187165,1804,2.8256895707524072,0.8560470050595724,71
150,3,5,random,False,0.0,0.03214695752009185,1742,56,10216,0,0.0,0.8260869565217391,0.004824784154393093,0.009593536985609694,26,23,0.4003817949725149,5497,2.336318407960199,3673,2.6910728269381363,0.8825371965544244,71
150,1,5,random,True,0.1,0.02204030226700252,4764,105,14971,4607,0.3077282746643511,0.875,0.019553072625698324,0.03825136612021858,63,88,0.38680524566461627,5645,2.2769761606022585,4138,2.68839756863269,0.8358159107608042,71
100,1,5,cluster,True,0.1,0.036755892928485814,2503,92,8230,2009,0.24410692588092345,0.8987341772151899,0.04130308318789994,0.07897664071190211,48,79,0.3890978631305491,3236,2.275324675324675,1927,2.806561360874848,0.8080194410692588,71
200,3,5,high-degree,True,0.05,0.015155474261823882,7654,116,22736,8192,0.36030964109781843,0.9692307692307692,0.008908371040723981,0.017654476670870112,62,65,0.37531974327758827,8028,2.369329956251439,7074,2.6243402533427163,0.8491379310344828,71
400,3,5,random,True,0.1,0.008654157230669686,24728,214,64919,35269,0.5432770067314654,0.9375,0.0015783381852618288,0.003151370846318148,52,48,0.3675968059119907,17415,2.5667744916820703,25043,2.5795221737857945,0.8677428795884101,71
400,3,5,high-degree,True,0.1,0.010636113506632171,24351,259,63417,33833,0.5335004809435956,0.9285714285714286,0.001367893093893585,0.00273176198648128,44,42,0.36711928816526795,17349,2.5720762613345736,24897,2.579639528832963,0.8670230379866597,71
200,1,5,random,True,0.1,0.017278617710583154,7871,136,23048,8565,0.3716157584172162,0.9076923076923077,0.008342760180995475,0.016533557517164076,63,65,0.3948124402701985,7967,2.3843640606767793,7092,2.622700451232211,0.8466244359597362,71
400,3,5,random,True,0.05,0.008872822872165627,24344,216,63484,34032,0.5360720811543066,0.9206349206349206,0.002034302549893024,0.004059634632883041,66,63,0.37593405141804537,17217,2.531525184924269,24860,2.581154306596938,0.8673996597567891,71
300,1,5,cluster,False,0.0,0.0249667994687915,3765,94,21968,0,0.0,0.9444444444444444,0.0010599164536442421,0.0021174565610014326,21,18,0.3581799010529723,12744,2.507337205747478,10524,2.6034231609613983,0.9252093954843409,71
50,1,5,high-degree,True,0.1,0.09786700125470514,797,78,3277,490,0.14952700640830027,0.8513513513513513,0.15144230769230768,0.2571428571428571,44,74,0.4341743155724112,1203,1.753958587088916,485,2.958193469636863,0.7372596887397009,71
200,1,5,cluster,False,0.0,0.027083333333333334,2400,65,14349,0,0.0,0.7333333333333333,0.0015554298642533936,0.0031042754338930435,19,15,0.36188674695047635,7833,2.4363291439411903,5807,2.636072200153321,0.9029897553836504,71
150,3,5,random,True,0.1,0.024918300653594773,4896,122,15049,4780,0.317629078344076,0.9305555555555556,0.0170137125444388,0.03341645885286783,64,72,0.3907241355401905,5550,2.251837647810802,4159,2.694265399694332,0.8413848096219018,71
75,3,5,cluster,True,0.05,0.054707379134860054,1572,86,5655,1147,0.2028293545534925,0.921875,0.06165099268547544,0.11557296767874632,40,64,0.4092985319408555,2134,2.0493273542600896,1115,2.88894783377542,0.7793103448275862,71
50,3,5,high-degree,False,0.0,0.09641255605381166,446,43,2801,0,0.0,0.8571428571428571,0.12980769230769232,0.22546972860125264,40,63,0.4233533146177446,1217,1.7744270205066346,492,2.990717600856837,0.7672259907176009,71
300,1,5,cluster,True,0.1,0.011370319545187219,15303,174,41288,19296,0.4673512885099787,0.8372093023255814,0.0022445289606583953,0.004477055092650168,45,43,0.3679047256486081,12768,2.513435114503817,14800,2.586393140864174,0.8607343538074017,71
100,1,5,cluster,False,0.0,0.04,1125,45,6231,0,0.0,0.972972972972973,0.020942408376963352,0.04100227790432802,36,37,0.38031673774908487,3246,2.260869565217391,1804,2.830364307494784,0.8521906596051998,71
200,3,5,random,True,0.1,0.012607160867372668,7932,100,23045,8585,0.37253200260360164,0.8611111111111112,0.008766968325791855,0.017357222844344905,68,72,0.3784963355974145,7944,2.361137218045113,7078,2.6198307658928184,0.8419179865480582,71
400,1,5,random,True,0.1,0.008755218677799846,24671,216,64721,35245,0.5445682236059394,0.9176470588235294,0.00273578618778717,0.005455308434746118,86,85,0.36789582837892376,17241,2.5505486808311932,24983,2.5799045132182754,0.8622394585992181,71
50,1,5,random,True,0.05,0.07598039215686274,816,62,3271,504,0.15408132069703454,0.8,0.125,0.21621621621621623,41,65,0.42793683666694593,1183,1.801498127340824,490,2.968816875573219,0.7398349128706817,71
200,1,5,cluster,True,0.05,0.01784086469592395,7679,137,22632,8258,0.3648815835984447,0.8360655737704918,0.007211538461538462,0.014299733632412732,50,61,0.38335398171686713,7858,2.3508771929824563,7032,2.619874513962531,0.842479674796748,71
50,3,5,cluster,True,0.05,0.10240963855421686,830,85,3300,521,0.15787878787878787,0.7567567567567568,0.1346153846153846,0.2285714285714286,41,74,0.4159778507003273,1195,1.861008610086101,489,2.9812121212121214,0.7318181818181818,71
150,1,5,cluster,True,0.05,0.025522932258683555,5211,133,15608,5272,0.3377754997437212,0.8133333333333334,0.015490096495683088,0.03040119611263394,53,75,0.38221196301673044,5617,2.310879190385832,4175,2.679267042542286,0.8243208610968734,71
100,3,5,random,True,0.1,0.02883460152182619,2497,72,8249,2034,0.2465753424657534,0.891566265060241,0.04304828388598022,0.08213096559378467,63,83,0.3860773293158176,3230,2.155897435897436,1909,2.804824827251788,0.8065220026669899,71
100,3,5,cluster,True,0.05,0.03766182816790899,2549,96,8359,2104,0.25170474937193443,0.9264705882352942,0.03664921465968586,0.07050923335198657,53,68,0.3819199817589705,3270,2.2006063668519453,1925,2.816245962435698,0.8046417035530565,71
200,1,5,cluster,True,0.1,0.01789853206283801,7766,139,22705,8362,0.3682889231446818,0.8064516129032258,0.007070135746606335,0.014017381553125876,58,62,0.36876458801100276,7827,2.394811994288434,7063,2.6220215811495264,0.8443514644351464,71
400,1,5,cluster,False,0.0,0.016776512881965248,5007,84,29550,0,0.0,0.9285714285714286,0.000455964364631195,0.0009114811568799298,19,14,0.3632647721616558,17315,2.529617537313433,15535,2.5989509306260574,0.9374619289340101,71
150,1,5,cluster,True,0.1,0.02233502538071066,4925,110,15141,4781,0.31576514100785946,0.8985507246376812,0.01574403250380904,0.030945844771649616,55,69,0.38739985286066553,5641,2.322741433021807,4141,2.684829271514431,0.8300640644607358,71
50,3,5,cluster,False,0.0,0.09071274298056156,463,42,2755,0,0.0,0.8909090909090909,0.11778846153846154,0.208067940552017,36,55,0.40923183336635005,1171,1.8396946564885497,486,2.9822141560798547,0.7716878402903812,71
200,1,5,high-degree,True,0.1,0.01670984455958549,7720,129,22604,8247,0.36484692974694743,0.8771929824561403,0.007070135746606335,0.014027212792818069,55,57,0.3786666241844639,7841,2.3957244655581946,7052,2.6194921252875596,0.8484781454609803,71
75,1,5,high-degree,True,0.05,0.044166117336849046,1517,67,5545,1080,0.19477006311992787,0.9240506329113924,0.07628004179728318,0.14092664092664095,55,79,0.40813069001191016,2091,2.021671826625387,1119,2.901893597835888,0.7846708746618575,71
100,3,5,cluster,True,0.1,0.040783034257748776,2452,100,8165,2003,0.2453153704837722,0.85,0.03955788248981966,0.07559755419677598,55,80,0.3944992438792662,3177,2.1503680336487907,1916,2.813962033067973,0.8122473974280465,71
150,1,5,high-degree,True,0.1,0.024557752341311134,4805,118,14958,4636,0.30993448321968176,0.927536231884058,0.016251904520060943,0.031944097828799596,64,69,0.3853718182415004,5603,2.3113266583229035,4130,2.6756250835673216,0.8279850247359273,71
300,1,5,high-degree,False,0.0,0.019200420831141506,3802,73,22011,0,0.0,0.8181818181818182,0.0005611322401645988,0.0011214953271028037,15,11,0.3350659842113928,12787,2.4936728159780452,10523,2.5984734905274633,0.9279905501794558,71
150,1,5,cluster,False,0.0,0.0398406374501992,1757,70,10251,0,0.0,0.9642857142857143,0.006856272219400711,0.013615733736762482,30,28,0.39325214546170423,5532,2.3205710577547047,3673,2.6966149643937176,0.8798166032582188,71
400,1,5,random,True,0.05,0.008317703661420534,24526,204,64153,34596,0.5392732997677427,0.9076923076923077,0.002069376731787731,0.004129339305711087,60,65,0.36048102548492267,17322,2.588057971014493,24888,2.5784452792542827,0.8638878930057831,71
75,1,5,random,True,0.05,0.03929024081115336,1578,62,5672,1165,0.20539492242595206,0.8333333333333334,0.07314524555903866,0.1344860710854947,56,84,0.40494909674667245,2133,2.0186567164179103,1109,2.9104372355430184,0.788787023977433,71
300,3,5,high-degree,True,0.1,0.01046745985306547,15381,161,41272,19242,0.46622407443302966,0.8823529411764706,0.0028056612008229937,0.005593536357986327,53,51,0.35554747402943115,12806,2.4948170731707315,14835,2.5847063384376816,0.8597838728435744,71
50,3,5,high-degree,True,0.05,0.09195402298850575,783,72,3241,477,0.14717679728478864,0.8533333333333334,0.15384615384615385,0.26069246435845217,44,75,0.4281624352203064,1180,1.7930174563591021,487,2.9617402036408516,0.7398950941067571,71
150,1,5,random,False,0.0,0.03002832861189802,1765,53,10333,0,0.0,1.0,0.0063484002031488065,0.012616704516780217,29,25,0.4041877879006898,5614,2.3332280480101075,3659,2.6905061453595276,0.8816413432691377,71
300,3,5,random,True,0.1,0.010840998685939553,15220,165,40883,18993,0.46456962551671843,0.9384615384615385,0.0038032296277822806,0.007575757575757576,65,65,0.3770183433804275,12666,2.4749262536873156,14721,2.579947655504733,0.8617762884328449,71
75,3,5,high-degree,True,0.1,0.046242774566473986,1557,72,5675,1180,0.20792951541850221,0.9418604651162791,0.08463949843260188,0.15532118887823584,59,86,0.4038356874101784,2121,1.9801375095492744,1102,2.8903964757709253,0.772511013215859,71
75,3,5,random,False,0.0,0.05401844532279315,759,41,4531,0,0.0,0.9230769230769231,0.050156739811912224,0.09514370664023786,44,52,0.3972930846626014,2157,1.9441548771407298,1072,2.9249613771794305,0.8305009931582432,71
200,1,5,high-degree,False,0.0,0.028901734104046242,2422,70,14378,0,0.0,1.0,0.001838235294117647,0.0036697247706422016,17,13,0.4108980099892834,7862,2.40942457968269,5830,2.636249826123244,0.9047850883293921,71
75,1,5,random,False,0.0,0.07104557640750671,746,53,4533,0,0.0,1.0,0.047021943573667714,0.08982035928143714,42,45,0.4074730269028212,2159,1.9543782192788814,1075,2.9199205823957644,0.8206485771012575,71
200,3,5,cluster,True,0.1,0.01859074362974519,7692,143,22584,8211,0.3635759829968119,0.8392857142857143,0.0066459276018099546,0.013187429854096521,52,56,0.3772437981748777,7857,2.338424821002387,6988,2.610476443499823,0.843074743181013,71
300,3,5,cluster,True,0.05,0.012099871959026889,15620,189,41828,19913,0.47606866214019317,0.8904109589041096,0.004052621734522102,0.008068520357497517,69,73,0.35563567130042795,12691,2.4815214043732676,14934,2.5849909151764368,0.8593047719231137,71
50,1,5,cluster,True,0.05,0.07099143206854346,817,58,3283,512,0.1559549192811453,0.8955223880597015,0.14423076923076922,0.24844720496894407,38,67,0.43262206493026584,1187,1.7965043695380774,493,2.970149253731343,0.7377398720682303,71
150,1,5,high-degree,False,0.0,0.035097813578826235,1738,61,10241,0,0.0,1.0,0.004062976130015236,0.008093070308548304,20,16,0.38538687011337946,5522,2.3168026101141925,3648,2.6859681671711746,0.8820427692608144,71
50,1,5,random,True,0.1,0.08765432098765433,810,71,3265,490,0.15007656967840735,0.8805970149253731,0.14182692307692307,0.2443064182194617,38,67,0.43123371328721494,1191,1.8120393120393121,490,2.956508422664625,0.7372128637059724,71
300,1,5,high-degree,True,0.05,0.012782694198623401,15255,195,41076,19108,0.4651864835913916,0.9193548387096774,0.003553837521042459,0.007080305571082541,64,62,0.3695290948435179,12744,2.4926145880919752,14778,2.5842341026390105,0.8581653520303827,71
150,3,5,cluster,True,0.1,0.019757151677299856,4859,96,15020,4641,0.3089880159786951,0.9315068493150684,0.017267648552564754,0.033906756419845425,56,73,0.3929935239833595,5660,2.2869185138932253,4163,2.68948069241012,0.8326231691078562,71
50,1,5,cluster,False,0.0,0.09012875536480687,466,42,2790,0,0.0,0.8113207547169812,0.10336538461538461,0.1833688699360341,34,53,0.40957047675713726,1206,1.8479318734793186,487,2.9810035842293905,0.7634408602150538,71
300,1,5,random,True,0.1,0.010853220006538085,15295,166,41243,19255,0.4668671047208011,0.9285714285714286,0.004052621734522102,0.00807002296852691,71,70,0.37851262867343616,12764,2.5172413793103448,14805,2.5807530974953323,0.8585699391411876,71
400,1,5,high-degree,False,0.0,0.017582417582417582,5005,88,29481,0,0.0,1.0,0.0003156676370523658,0.0006311360448807854,12,9,0.32854112965224075,17246,2.5406580493537017,15583,2.602727180217767,0.9387741257080832,71
75,1,5,cluster,True,0.05,0.039411764705882354,1700,67,5916,1417,0.23951994590939824,0.9230769230769231,0.07523510971786834,0.13913043478260873,43,78,0.4092614252261474,2125,1.9848484848484849,1115,2.890973630831643,0.7731575388776201,71
75,3,5,random,True,0.05,0.0583756345177665,1576,92,5605,1145,0.20428189116859946,0.8311688311688312,0.06687565308254964,0.12379110251450678,49,77,0.4106246363524829,2086,1.9418960244648318,1100,2.8979482604817126,0.7769848349687779,71
75,1,5,high-degree,False,0.0,0.0703851261620186,753,53,4468,0,0.0,0.9782608695652174,0.047021943573667714,0.0897308075772682,40,46,0.4015165533654196,2094,1.9946524064171123,1061,2.9263652641002684,0.8245299910474485,71
300,3,5,high-degree,True,0.05,0.011701288456481725,15212,178,40923,18940,0.4628204188353737,1.0,0.0030550533075628158,0.0060914967677772255,52,49,0.36915860071999473,12759,2.524356617647059,14869,2.583046208733475,0.8613249273024949,71
400,1,5,cluster,True,0.05,0.007761859543371455,24221,188,63142,33761,0.5346837287383992,0.9428571428571428,0.0023148960050506824,0.004618452818305869,61,70,0.3970148355187075,17146,2.518303518540457,24819,2.5821956859142885,0.8690412087041905,71
300,3,5,cluster,True,0.1,0.011625615763546798,15225,177,41287,19337,0.4683556567442536,0.9558823529411765,0.004052621734522102,0.008071025020177562,61,68,0.37291414698643477,12726,2.5133068216579995,14751,2.5789958098190713,0.8579940417080437,71
150,1,5,random,True,0.05,0.023226876814599753,4822,112,14826,4633,0.31249156886550655,0.7790697674418605,0.0170137125444388,0.03330019880715705,70,86,0.37479027274388754,5474,2.2971913781841935,4138,2.6860920005395927,0.8362336435990827,71
75,3,5,random,True,0.1,0.05259781911481719,1559,82,5621,1087,0.19338196050524817,0.8441558441558441,0.06792058516196448,0.12572533849129597,54,77,0.40763260710326554,2160,2.0198237885462555,1104,2.9019747375911757,0.7799323963707525,71
150,3,5,high-degree,True,0.05,0.027172785729101846,4821,131,14960,4642,0.31029411764705883,0.9444444444444444,0.017267648552564754,0.03391521197007481,69,72,0.37858030815631794,5599,2.332063492063492,4136,2.684291443850267,0.8307486631016042,71
300,1,5,cluster,True,0.05,0.012075718015665796,15320,185,41392,19446,0.4698009277155006,0.9117647058823529,0.005798366481700854,0.011523449600396505,77,102,0.3820665455232156,12722,2.477328431372549,14806,2.5840742172400466,0.8601903749516815,71
50,1,5,high-degree,True,0.05,0.07375,800,59,3244,493,0.15197287299630086,0.8450704225352113,0.14423076923076922,0.24640657084188913,43,71,0.4325983912078585,1167,1.7338403041825095,490,2.939580764488286,0.7299630086313194,71
50,1,5,cluster,True,0.1,0.07153965785381027,1929,138,4983,2172,0.43588199879590606,0.782051282051282,0.1466346153846154,0.24696356275303644,37,78,0.44921277714524377,1227,1.8268551236749118,488,2.939594621713827,0.6524182219546458,71
50,3,5,random,False,0.0,0.09251101321585903,454,42,2771,0,0.0,0.9074074074074074,0.11778846153846154,0.20851063829787236,36,54,0.4230635979674937,1187,1.7354037267080746,491,2.9790689281847706,0.7668711656441718,71
400,3,5,random,False,0.0,0.015910898965791568,5028,80,29457,0,0.0,0.9333333333333333,0.0004910385465259023,0.0009815606814835588,20,15,0.33104045432260565,17222,2.529377134110444,15576,2.6000950538072445,0.9391655633635468,71
200,1,5,random,True,0.05,0.01874521805661821,7842,147,22922,8540,0.3725678387575255,0.8170731707317073,0.009473981900452488,0.018730779983226167,72,82,0.37136135050708996,7866,2.381399718177548,7060,2.6220225111246838,0.8468720006980194,71
300,3,5,high-degree,False,0.0,0.016376122556788168,3786,62,21999,0,0.0,1.0,0.000748176320219465,0.0014952339418104789,17,12,0.35670952763168556,12775,2.4957893125095696,10508,2.602072821491886,0.9267239419973635,71
100,1,5,high-degree,True,0.05,0.030101641907740423,2558,77,8322,2122,0.254986782023552,0.9125,0.04246655031995346,0.08115619788771539,56,80,0.39077029940530156,3215,2.138516992790937,1902,2.813266041816871,0.8047344388368181,71
300,1,5,high-degree,True,0.1,0.011784844295213641,15189,179,40858,18952,0.4638504087326839,1.0,0.003429141467672548,0.006834845283956753,58,55,0.36819725290259026,12682,2.5073178246803267,14763,2.5846345880855646,0.8612511625630231,71
300,3,5,random,False,0.0,0.02084446819882416,3742,78,21916,0,0.0,0.7777777777777778,0.0008728723735893759,0.0017437877561188267,22,18,0.37139198082803526,12692,2.448706099815157,10500,2.603577295126848,0.9252600839569265,71
150,1,5,high-degree,True,0.05,0.020652622883106153,4842,100,14964,4677,0.3125501202886929,0.8961038961038961,0.017521584560690705,0.034371108343711085,68,77,0.3836434143505938,5568,2.3230966090850926,4144,2.6874498797113073,0.8333333333333334,71
300,1,5,random,True,0.05,0.011624173142380066,15571,181,42331,20233,0.4779712267605301,0.9024390243902439,0.004613753974686701,0.00918057192481856,81,82,0.3690741898531886,12874,2.5165912518853695,14909,2.584536155536132,0.8559684392053105,71
200,3,5,high-degree,False,0.0,0.028439983270598077,2391,68,14375,0,0.0,0.9,0.0025452488687782806,0.005076142131979696,23,20,0.38082452619220486,7859,2.3844517958412097,5805,2.6369391304347825,0.9037913043478261,71
400,3,5,cluster,True,0.05,0.007984524838457423,24297,194,63553,34146,0.537283841832801,0.9180327868852459,0.001964154186103609,0.003919921601567969,57,61,0.378424816746125,17172,2.5280434525918056,24793,2.5781316381602757,0.8658599908737589,71
150,3,5,high-degree,True,0.1,0.021367521367521368,4914,105,15034,4695,0.31229213782093923,0.9365079365079365,0.014982224479431183,0.029492626843289176,60,63,0.37944516848825804,5620,2.2804916482823825,4124,2.688439537049355,0.8335772249567647,71
75,3,5,high-degree,False,0.0,0.05128205128205128,741,38,4487,0,0.0,0.9545454545454546,0.0438871473354232,0.08391608391608392,38,44,0.4170836221529434,2113,1.9759939984996249,1081,2.929128593715177,0.8281702696679296,71
100,3,5,high-degree,True,0.05,0.03196527229676401,2534,81,8265,2028,0.2453720508166969,0.8974358974358975,0.04072134962187318,0.07790762381747357,61,78,0.3887076680940094,3252,2.1689779147406267,1938,2.826618269812462,0.8142770719903206,71
75,3,5,high-degree,True,0.05,0.04639175257731959,1552,72,5632,1126,0.19992897727272727,0.9285714285714286,0.06792058516196448,0.12658227848101267,49,70,0.41263837707296513,2132,2.0785928143712575,1099,2.9009232954545454,0.783203125,71
300,3,5,cluster,False,0.0,0.020599250936329586,3738,77,21954,0,0.0,0.7368421052631579,0.0008728723735893759,0.0017436791630340018,21,19,0.36699769392775977,12730,2.479654747225647,10528,2.604217910175822,0.9254350004554979,71
150,3,5,high-degree,False,0.0,0.03600944510035419,1694,61,10218,0,0.0,0.9333333333333333,0.0035551041137633316,0.007083227928155831,19,15,0.42843845782691636,5499,2.2700394218134035,3678,2.6933842239185752,0.8829516539440203,71
200,3,5,cluster,False,0.0,0.03478625314333613,2386,83,14307,0,0.0,0.9411764705882353,0.0022624434389140274,0.004514035830159403,20,17,0.3755710799317464,7791,2.404381995713265,5781,2.633605927168519,0.9011672607814356,71
200,3,5,random,False,0.0,0.03109452736318408,2412,75,14423,0,0.0,1.0,0.0025452488687782806,0.005077574047954866,22,18,0.3865932815757644,7907,2.3953705868599484,5844,2.640227414546211,0.9026554808292311,71
400,3,5,high-degree,False,0.0,0.01747765640516385,5035,88,29551,0,0.0,1.0,0.0004910385465259023,0.0009815950920245397,19,14,0.320720310985592,17316,2.542476012169436,15626,2.60458190924165,0.9399005109810159,71
400,3,5,cluster,True,0.1,0.008432468587262912,41862,353,109624,80242,0.7319747500547326,0.8528138528138528,0.006909613833257339,0.013708162271240693,154,231,0.3991330891015916,17147,2.543845155198867,28936,2.5738980515215646,0.7861599649711742,71
400,1,5,high-degree,True,0.05,0.009458297506448839,24423,231,63432,33966,0.5354710556186152,1.0,0.0011574480025253412,0.002312219730941704,37,33,0.36971393098607974,17231,2.5364308342133053,24801,2.577437255643839,0.8649419851179215,71
100,3,5,cluster,False,0.0,0.03985507246376811,1104,44,6242,0,0.0,0.8,0.016288539848749273,0.03192702394526796,28,35,0.3865013268428611,3257,2.168737060041408,1842,2.8361102210829863,0.8583787247677026,71
100,1,5,random,True,0.05,0.0444,2500,111,8267,2060,0.24918350066529577,0.8636363636363636,0.04421175101803374,0.08411732152739347,61,88,0.3926303471657846,3222,2.2069864442127214,1911,2.820733034958268,0.810572154348615,71
50,1,5,random,False,0.0,0.08501118568232663,447,38,2777,0,0.0,0.8846153846153846,0.11057692307692307,0.19658119658119658,37,52,0.41821509764220177,1193,1.7750309023485784,488,2.9589485055815627,0.7634137558516385,71
75,1,5,high-degree,True,0.1,0.04177545691906005,1532,64,5646,1099,0.19465108041091037,0.9102564102564102,0.0741901776384535,0.13719806763285022,57,78,0.40793024128223554,2173,1.9426289034132171,1102,2.891958908962097,0.7761246900460503,71
75,3,5,cluster,False,0.0,0.05483028720626632,766,42,4530,0,0.0,0.925,0.038662486938349006,0.07422266800401205,30,40,0.4058944355839854,2156,1.9304538799414348,1077,2.9187637969094924,0.819205298013245,71
